category	text
Positive 	 E  adaaar item adaaar item ennu paranchal entha ennu eppalla manasilayathu
unknown_state 	 Muruka ne theernnada   Mammokka fans jpg
Negative 	 Sheenam trailer.ee keleavan ed nirthaana aayille
Positive 	 Marana  mass  ikkkaaa
Positive 	 Thakarthu
unknown_state 	 MARADONA june 22anuu kanilee Elarumm
Positive 	 Derik abraham vannu pwolii...bgm adaar item!!
Positive 	 ufff ikka ethe polikkum. Katta waiting
Positive 	 ENTE PONNO ORU RAKSHAYUM ILLA KIDU BGM
Positive 	 Ith oru onnonnara itemm anello ikaaa.......
Positive 	 Ellavrum head set upayogichu kelk
Positive 	 Kidu adar item !! From a kaataa laleetan fan
Negative 	 Apo athum potti .. aaaa pratheekshayum poyi
Positive 	 Oru rekshellaaaaa  thakarppan Pwoliii item
Positive 	 Kidu item myrole...onnum parayanilllaa....adipwoli...fdfs.    Lockeddd .ikkkkkkkaaaa loveee uuu
unknown_state 	 fans show ku pokunavar Like chy ethra per undanu nokatee
unknown_state 	 Trailor kandu kazhinjavar ini e Kerala cafe channeliloot varika
Positive 	 Wawu..variety ayitt ind.. oru korean movie level..
Positive 	 Enta ponnooo..... Adaar item.... Ith pwolikkum..
unknown_state 	 Ikka trailer inganeyanegil padam engana polikkum ikka
unknown_state 	 Fb live kand net kalanjavar ivde like..
Positive 	 Wow ikkaa mass  bgm pwoliii   katta Waitinggg #Abraham
Positive 	 Nalla movie njan theatril poyi kandthalalettan poliyanu
Negative 	 Veruthayayi kashu poyi pratheeshyode arum pokaruthe
unknown_state 	 Ittimani film kandathinu shesham evide vannavar like adikku pinne replyum theru
Negative 	 Family entertainer? Family kk kanan pattatha movie full inner meaning
not-malayalam 	 Nice
Positive 	 Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...
unknown_state 	 Padam kandit ittymaniyude trialer kannan vanavar uddoooo lalettan fans like theme adipoli
Negative 	 Trailer kandal ariyam nalla oombiya padam aanunn
Positive 	 Njan mammootty fana but lalettan e onam thootuvarum polikkum
unknown_state 	 Climax dialog.... verum satyam mathram. Qurbana- pothirachi
Positive 	 Super movie lalettan oru rakshella
Negative 	 ee padathinu reach kuravanu.Trailerum pora.Pottum ennulla karyam guarantee.pinne fans vannu enne choriyan nikkenda.Sathyam ithaanu
Negative 	 Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai
Negative 	 Eppozhum abhinayikkan mohanlalum mamootyumea ullu new generation arummilla
Positive 	 Ittimani kanaan arokke plan ittu.katta waiting
unknown_state 	 Rajuvettan full family aayittaanallo onathinu  Lad l mallika sukumaran naayakante amma
Negative 	 ee padam 8 nilayil podannamennju prarthikunnju
Negative 	 Mohanlal fans nte oru gadikedu Ithokke theater el poyi kaanaade
Positive 	 Oru kidukaachi entertainer aakumennu vishwasam....lalettan polichu...
unknown_state 	 Adukala oru aan kutiye palathum padipikum.....parasyam kand vannavar...
unknown_state 	 Ilaya thalapathy vijay fans from kerala... adi like!
Negative 	 Koora Trailer jattimaanii padam pottum 100percent lalappaaaaa
Negative 	 Ithu ikkayude script aanu..   Uttopiya
Positive 	 MAMMOOKA FANSINTE ELLA VIDHA ASHAMSAKALUM NERUNNU...
unknown_state 	 aa penchochinte oru dialogue polum ellallo aashane??
unknown_state 	 Ella Lalettan chunkum oru like adikoo ivide.....pinne ee chanelum onnu subscribe cheyoo
Negative 	 0:29 Vendaayirunnu
unknown_state 	 Eee trailer 3M+adikoon ullavr evidae like
Positive 	 Ittichante vaka oru sample hitum koodi
unknown_state 	 Pothirachi oru 4 kilo aanu 2 alla
Positive 	 Eee onam lalettanum pillerum agu eduthu
unknown_state 	 Njan mathram aanoo comments vaayikkan viindum trailer edukkunnee
unknown_state 	 Hmm ..trailer kandappo  oru kaaryam theerumaanamaayi
Negative 	 Unlike adichavarkku naduviral namaskaram.  Support like
Positive 	 Variety laletta
Positive 	 Kiduuu Trailer   Lalettan polichuu Apol ee onavum ettan kondupoi
Negative 	 Lalettante adutha pottapadam...Laletta ithokke mathiyakkan aayinnu ...Please
Negative 	 Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole
Positive 	 Egane ulla movie kal kaanan aanu ellavarum waite cheyunath
Positive 	 Kidu trailer... padam super aarikum ennadhil oru samshayom illa..all the best team HELEN
Negative 	 Police ill minimum  hight elle  Aju oke police
unknown_state 	 Ajuvine kandale ariyam on negative role anenn pinne lift kanikkunond aval mikkavarum liftil kanum..
unknown_state 	 Helen enna perinte vethyastatha kond vannavarundo????
unknown_state 	 Kekan. Nalle. Sugam. Ingne.  Jeevich.  Nokk.   Pani.  Nalle. Kittum.   Ellla bagath. Ninnum
Positive 	 chettan mass.. ithu oru malayalam kgf aakumo ennu oru doubt
Positive 	 Marana Mass Trailer........ Katta Waiting FOr DEC 20.. Pullu Giri
Positive 	 Linto kurian fans  jayasurya nte career le super trailer
unknown_state 	 :36 second kanikkunnathu sunny wayne aano
not-malayalam 	 Good work done by dop ..
Positive 	 Bgm athu kalakkii muthe sambavam lesam haram kooditha to
not-malayalam 	 Good luck jaya chetta from kanyakumari
unknown_state 	 Enne channel subscribe cheyyu na ellavareum njnum cheyyum
not-malayalam 	 First Tim Malayalam movie le best BGM  paakuren
Negative 	 ith oru oola padam aayirikum enn manass parayunu
Positive 	 Jayachettan keeee jayi.... Love u etta....
Negative 	 dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2
Positive 	 Enttammooo poliii polii trailer  ee X'mas pullu giri n Team kondu povum  No doubt jayeattan Mass 🤘
Negative 	 DISLIKE ADICHAVARK  IRIKKATTEE  ORU  KUTHIRA PAVAN......*ejjathi ooolatharam
unknown_state 	 Nammal aaytt arudeyum nenjath kerarilla siree
unknown_state 	 ഡോഗ് trainer.  Saajan Saji Cyriac.
Positive 	 Jeyettan massa  kola mass  ennelum onnu kananm nnud
Positive 	 Jayettan  porikkum urappa    Jayettan super aa  tcr    Slangil
unknown_state 	 Ee padam first day kanan pokunnavar like cheyyuka
Positive 	 Jayettan + Thrissur Oru Ugran PooraM Kodiyeri makkale...  katta waitin
Positive 	 Enta jayetta ithu minnichekkane kazhinjya varshathe nammada pala planum polinjyu ithu athupole avaruthu.' avulla'
Positive 	 Ithu kidukkum Vere Levelu Aannu Makkaleee
Positive 	 Trending No . 1. Varanam jayettan daaaaaaaaaaa
not-malayalam 	 Super mass   I like
unknown_state 	 Njan youtubil new ana enn onnu support cheyumo pls
Positive 	 Ithu polikum pappan marana massanengil pullu giri kola massanu jayettante first gangster underworld movie
Positive 	 Poli poli poli 🥰🥰🥰chende bgm wooow
unknown_state 	 oru nimishathekk  bigbossine oormavannathu enikku maathramaano?
Positive 	 Jayetta ee xmas angu kondu poyko
Positive 	 Jayasurya mass after long time.podi pooram
Negative 	 Trailer thanne lag annallo
Positive 	 Joy thakkolkaaranil ninnum oru massZz change
Negative 	 Mass pora..lag anu alo... trailer um padavum...be careful
unknown_state 	 karikk trending 1 ulladtholam vere onnum avde ethan vazhiyilla
unknown_state 	 500k enn paranjitt 410k ullollo real time views 🤣
unknown_state 	 Perr  kand trailer nnokkan vanna thrissur karr like adik🥰🥰
Positive 	 Jayasurya fan from Tamilnadu vera level
Positive 	 Ivide Palakkad Jayettan Fans club nnu ashamsakal!!! Adichal romam ennikum athaanu Thrissur pooram
not-malayalam 	 ALL KERALA THALAPATHY BLOODS WISHES JAYASURYA
unknown_state 	 Pullu Giri Fans adi oru kiddilan Like
Positive 	 mammootty fanse nde vijayasamsakal ...............jayeettan masss kolammaaassssssssssssss
Positive 	 Katta waiting jayetta oru onnu onnara trissur poorathinu...... Mass alla marana mass anne .... Jayettan polich adukki.. Padam
Positive 	 Kandirikum..december season jayettan lelathil angu pidichunu paranjekk kta..jayasurya fans oru like adiche....
unknown_state 	 Njaan aadym vichaariche punyalan 3 aanenaa
Positive 	 Ee christmasile oru mass entertainer aavum ee film....
unknown_state 	 Pullu
Negative 	 Tharikida sabu pora oru kazhchakilla .
Negative 	 Music chila sthalangalil alambayi ....dialogue perfection kittunnilla
Positive 	 Oru raksha illa  adipoli trailer
Positive 	 Poli poli poli .... am waiting..
Negative 	 Tharikida sabu ah poorimone kondu varendayirunnu
unknown_state 	 thrissur aano oral must aaan aaarennu parayaaamoooo.....
Positive 	 Jayettante punyalanu sesham trissur slangilulla hitakum ethu
Positive 	 E x mas...... Driving license kazjinjal.. next pooram
Positive 	 Jayasuriya polich entha mone lookum mundummadakki nadathoke laalettan thottupovumallo
Positive 	 Jayasurya chyuna a ella characters um pwoliya... Shaji pappen
Positive 	 alelum immade jayettane pettu THRISSUR slang pedakan  aledaaaaa GEDYOOLLEEEE🤘🤘🤘🤘
Positive 	 Chetta Done... Deal... Wait... Trailer kollam ... massss
Mixed_feelings 	 Buildup mathrum avaruthu ... Padam super aya mathiyayirunnu..bros
Positive 	 KINNAN ORU RAKSHAYUM ILLA BGM KIDU
not-malayalam 	 Arjun reddy and kgf bgm mixed
Positive 	 Ahaa Jayettoo ijjathi mass look.. FDFS urapp
Positive 	 Jayyetta katta mass .thrilling experience .katta waiting along with mamaankam.jayettan fans ADI like.mammookka too
Positive 	 Sirea ethu keari koluthunna lekshanam undallo... bumbar hitavattea
unknown_state 	 2:05 Dileep de aniyan paranjathu... chettan purathiragittu njangal pani thudangum
unknown_state 	 Jayatten muthan nammade mass aanpolikk jayettasupport cheyyumnn ullavar ivide like
Positive 	 Nalla trailer filimum athu pole aakum ennu pradheeshikkunnu
unknown_state 	 share and support please ..njammude jayyetan vendih...chadiyan chanuduni vendi...ah adh poote Shaji pappou....vendih please
Mixed_feelings 	 Good luck ikka from lalattan fan
unknown_state 	 Ekka njan orikal ekede koode oru filim cheyyum oru Indian mass padam
unknown_state 	 Raaza..u Do
unknown_state 	 Sunny chachi ne kaanan trailer kandavar like adi
unknown_state 	 murugande kayyil ninnum kastichu rakshapettu rajayude munnil chennu chadi kodutu alle  .....Mr Daddy girija
unknown_state 	 Pokkiriraja kazhinjit madhuarajak wait cheyunnavar like adi makkale
unknown_state 	 Sidhikinte katta roll njan maathranoo shradhichath.....
Positive 	 Ikka pwolikum from an ettan fan ente ponno Glamour enne paranja ikka ane example style ka baap
Positive 	 All the best ettan fansinte vaka ikkaykhe
Positive 	 Polichhhh malayala cinema vera level aakuvanallo... eni lalettan marakar
Positive 	 Waiting .. Katta waiting.... Mammooka love you  Ikka istham
Positive 	 Trailer kandappo oru pratheeksha und
Positive 	 16k viewsum 91k likesum itheppadi nthayalum ang usharakkii #madhura raja power of indian cinema mammookkaa
Mixed_feelings 	 Trailer vijaricha athra oru gum aayila le...Saramila padam nannayal mathi..
Positive 	 Vannu mona real raja ethu polikkum eni anu record maranpogunnathu madhuraraja mammokka king
Positive 	 Njan oru lalattan fan anagilum...... raja maaass akum..... urappppuuu.....
Negative 	 Copy full pulimurugan kanuna pole unde
unknown_state 	 Ikka d e mass Singapore il release undo
Mixed_feelings 	 Pulimurugan nte frame's um sequences undaloo🤣 Murugan 2 ano ini?
not-malayalam 	 Love you mammoookhaa.... Mammookha fans hit like
Positive 	 30 min 400k view adichu makkale🤩🤩🤩
unknown_state 	 5 minit koodumbo views koodunnundonn nokunnath Nan maathramano
not-malayalam 	 All the best from prithviraj fans🤩. Next prithviraj mammukka vech padam varatte....katta waiting
Positive 	 Sunny chechi poli vaakki onnum enikk parayan illa teaseril kaanichilla traileril kaanichond sandoshaayi... #sunnyleone
Positive 	 Teaser kandappo cherthayittt sankadayi. But trailer kidu. Oru raksheeelya
unknown_state 	 Pokkirirajayile maniyannante makan chinnanaan jai enn manassilaayi oof
Positive 	 Mammooka inghale njettichaalo 2019 bilalum ithokke kand romaanjam
not-malayalam 	 GLOBAL ICON THALAPATHY FANS WISHES MAMOOTHY
unknown_state 	 Sunny chechiye kaanan vannathu njan maathram aano
Positive 	 avasaanathe superman punch ath kalakkki ente ponnu ikka love uuuu...........
Positive 	 Padathe patti undayirunnu ah mundharana maari...Oru mass padam thanne ayirikkum...Best wishes
unknown_state 	 Appo raja inte anniyan prithviraj avide?
Positive 	 Mammukka ishttam.. Ith oru kola kolli item aayrkkum theercha
Negative 	 Padam pottum Ram fans munji.. sudapi teams  kuru pottum
Positive 	 veendum veendum triler kannunavar like adik evide
Positive 	 Ithu pwlikkum..... King is back  lvu ikkaaaa
not-malayalam 	 Super star rajini sir fans hit likes
unknown_state 	 Kalu odinja sidheeq veendum policayi
unknown_state 	 Aro oke ee padathinee bhayakkunnu
Negative 	 Salimkumar comedy verupikkum enna kariyathil urappayyi
Positive 	 Oru rakashayum ella  Ikka polichu
Positive 	 2019 kollaloo...Perambu
Positive 	 Njn lalettan fan okke thanneya...but ikkeede aduthuunnu adutha oru pulimurugan pratheekshikkunnu
unknown_state 	 53 55 sec repeat aduchu kandavar Evde like
unknown_state 	 1 1/2kaalan police randu kaalukalumayyi veedum
Positive 	 Pwliii...mass ith pwlikkum raja ennum raja thaaan..
unknown_state 	 Haavu samadaanamaayi  Editor mahesh narayanan
Mixed_feelings 	 Maduraraja ikka okke trailer poora Pulimuraganil ninne kure cut eduthittiunde  Villan dadygirija same   Athe irutham
Positive 	 Teaser kand trolliyavarkk trailer irakkiyitt madhurarajayude Madhura prethikaram
Positive 	 Ikka vere level ttaaaaaa.. All the best... Ithu thakarkum
Positive 	 Ikka vere level
Positive 	 Pwoli mass marana mass iam waiting
Positive 	 Raja serious aane rooombaa serious  ith kidukkum🤞 Mammukka
Positive 	 Raja+ Murugan= Maduraraja Sambhavam kidukki  Waiting For re entry of mammookka
Mixed_feelings 	 ethu endha pulimuranta bgm okka koodi mix  pratheesha pokavoo
Positive 	 Ikka muthanu ...prayam koodunthorum kooduthal monjan......
unknown_state 	 Only for ഇക്ക Not for sunny
Positive 	 Ith pwolikkum ennu urappullavar like adikkuka
not-malayalam 	 16k view 85k like.. 8.5k dis like
not-malayalam 	 Evan evan lam #maduraya sontham kondaduvathunu vevastha ilama pochuda...
unknown_state 	 Viewers 16k like 85k ithengane 🤔
Positive 	 IAM LALETTAN fan but  Mammokka us marana mass
unknown_state 	 Ith pokkiri rajayude appanayitt varum enn thonnunnavar ivide like adi
Mixed_feelings 	 Ithu pokkiri raja 2 aano atho pulimurugan 2 aanoenthayalum massAll the Best Ikka and team
Positive 	 Romanjam ikka predhikshichadh pazham kanjiya but kittiyadh biriyani powli...
Positive 	 ikkadae pullarkk like adikkanullaa nooll ninga adicholi padam kidloviskii
Positive 	 Ethu polikkum makalle. Our king is back
unknown_state 	 16788 views but 82k likes
Mixed_feelings 	 Ethe pulimuruganta music aanallo full enthayalum mamookka polichu
Positive 	 Poli trailer waiting for april12th trailer inganeyanengil cinemayude karyam parayano
Negative 	 Kurupuutivarunavrde anakil kodtha keechan trailer ikkaaa Uff ingal eeejathi mass  FDFs urappachuu singasa Thalivaa....MaduraRaja #RajaEffect #RIP YouTube Thukkiaydii
not-malayalam 	 Whose here just for Sunny?  Hit like
not-malayalam 	 maarana mass  Raja is back
Positive 	 Poli trailer .   feeling രോമാഞ്ചം
Positive 	 Oru rakshayilla mass trailer!!!  Mammookka 🥰
unknown_state 	 Idi vett sugunan miss ayi poyi llee
Positive 	 Mammukkaa
Positive 	 Idivett sugunan evide athumkoode venamrnn trailer pwlichu
unknown_state 	 Oru idi idikkumbozhekkum... Aalkaar adutha Jilla ethi kaanum...
Positive 	 Gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi
Positive 	 Ikka ningaloru sambhavamaa...   trailor thanne ethra thavana  kandittum mathiyavunnilla...   appol movie kola maranamass
Positive 	 Vannu kannu mone poliyalla marana mass da ikkaa love you
unknown_state 	 Mammookka fans ente channel onnu nokkeechu poone. Veruthe aakillaaa
unknown_state 	 Trailer kanditt pokathe like button adichitt pokane
unknown_state 	 Support cheyyan Lalettan fans undoo ivide ????
unknown_state 	 Peter heina kond vannu mohanlal cheythathu pole cheyyan nilkkanda mammokka. fight ath muruganu paranjittullatha.
Positive 	 Idivett sugunan.. 0:14 kandavar adi like.. #ikka daaa
Positive 	 poli  teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra?  ningalkko?
Negative 	 Bro support koduthilenkilum dislike adikkathirunoode .
unknown_state 	 Prithviraj ille ee padathil?... Padam pollikum enn thonunavar like adiku..
Positive 	 Nde ponnu idivitte powlich adachu adichu powlikkeda makkale mammoooka
not-malayalam 	 Auto like  16k views 79k likes
Mixed_feelings 	 Trailer heavy.  But alppam kuuduthal massum bgm alppam kuudi setup um aayirunnengil poliyaayene.  But over all nice
Positive 	 ikka ennum top lanu one and only raja
not-malayalam 	 All the best ikka- By a die hard ettan fan
Negative 	 7.7k dislikes. Athinu vendi enkilum vann trailer kandu views kootiyathil santhosham...
Mixed_feelings 	 lucifier onnum onnum alla  eth raja da
unknown_state 	 Ithanu mamukka. Mammuka thirichu vannunn poyi parayedaaa. Lalettante level ipoooo
not-malayalam 	 REAL POLICE STORY... MAMMOOKKA NEXT BLOCK BUSTER LOADING... JUN 14
not-malayalam 	 Any SLR fans ...Jai pubg ..Jai ikka
Mixed_feelings 	 Trilar kanditt padam. Valiya pratheeksha illaa
Mixed_feelings 	 mammokka rappakal illa athe look thonni
Negative 	 Idoru unddaaa padam thanne avum 🤣🤣🤣🤣
Positive 	 Oru mass +class padam anu eenu ourapichu
Mixed_feelings 	 Kandette Hindi cinema newton inte Kore similarities unde
unknown_state 	 Trailer last seconds kandu romancham vanavar like adike
unknown_state 	 Evide mamookka yude fans undo undankil like adi
Positive 	 Trailer kandittt ith oru puthiya anubavam aayirikkum a new kazhcha in Malayalam movie
